knob,arm,section,branch,stage_m_msl,above_attainable_max,p_f_baseline,p_f_arm,ratio_arm_to_baseline,anchor,p_f_trans_baseline_at_stage
z_toe,ztoe_minus0.30m,KP58.8,static,42.5,False,0.98041,0.99024,1.010026,,0.75949
z_toe,ztoe_minus0.30m,KP58.8,static,42.75,False,0.989,0.99473,1.005794,,0.81357
z_toe,ztoe_minus0.30m,KP58.8,static,43.0,False,0.99401,0.99718,1.003189,,0.85625
z_toe,ztoe_minus0.30m,KP58.8,static,43.25,False,0.99687,0.99831,1.001445,,0.89029
z_toe,ztoe_minus0.30m,KP58.8,static,43.5,False,0.99807,0.99901,1.000942,,0.91528
z_toe,ztoe_minus0.30m,KP58.8,static,43.75,False,0.99894,0.99942,1.000481,,0.9351
z_toe,ztoe_minus0.30m,KP58.8,static,44.0,False,0.99934,0.99966,1.00032,,0.95003
z_toe,ztoe_minus0.30m,KP58.8,static,44.25,False,0.99962,0.99985,1.00023,,0.9624
z_toe,ztoe_minus0.30m,KP58.8,static,44.5,False,0.99983,0.99992,1.00009,,0.97085
z_toe,ztoe_minus0.30m,KP58.8,static,44.75,False,0.99992,0.99995,1.00003,,0.97755
z_toe,ztoe_minus0.30m,KP58.8,static,45.0,False,0.99994,0.99999,1.00005,grid_top,0.98278
z_toe,ztoe_plus0.30m,KP58.8,static,36.5,False,0.0,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP58.8,static,37.5,False,0.0,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP58.8,static,38.25,False,0.0,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP58.8,static,38.75,False,0.0,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP58.8,static,39.0,False,0.0,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP58.8,static,39.25,False,1e-05,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP58.8,static,39.5,False,0.00074,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP58.8,static,39.75,False,0.00979,0.00035,0.035751,lowest_reachable,0.00011
z_toe,ztoe_plus0.30m,KP58.8,static,40.0,False,0.04979,0.00633,0.127134,rising_limb,0.00241
z_toe,ztoe_plus0.30m,KP58.8,static,40.25,False,0.14277,0.03774,0.264341,,0.01453
z_toe,ztoe_plus0.30m,KP58.8,static,40.5,False,0.28634,0.12007,0.419327,,0.04827
z_toe,ztoe_plus0.30m,KP58.8,static,40.75,False,0.45217,0.25429,0.562377,,0.10943
z_toe,ztoe_plus0.30m,KP58.8,static,41.0,False,0.60913,0.41882,0.687571,design_hwl,0.19736
z_toe,ztoe_plus0.30m,KP58.8,static,41.25,False,0.73872,0.58045,0.785751,,0.30279
z_toe,ztoe_plus0.30m,KP58.8,static,41.5,False,0.83275,0.71557,0.859285,,0.4124
z_toe,ztoe_plus0.30m,KP58.8,static,41.75,False,0.8981,0.81678,0.909453,transition_midpoint,0.51725
z_toe,ztoe_plus0.30m,KP58.8,static,42.0,False,0.94018,0.88693,0.943362,,0.61331
z_toe,ztoe_plus0.30m,KP58.8,static,42.25,False,0.96513,0.93336,0.967082,,0.69305
z_toe,ztoe_plus0.30m,KP58.8,static,42.5,False,0.98041,0.96092,0.980121,,0.75949
z_toe,ztoe_plus0.30m,KP58.8,static,42.75,False,0.989,0.97818,0.98906,,0.81357
z_toe,ztoe_plus0.30m,KP58.8,static,43.0,False,0.99401,0.98767,0.993622,,0.85625
z_toe,ztoe_plus0.30m,KP58.8,static,43.25,False,0.99687,0.99313,0.996248,,0.89029
z_toe,ztoe_plus0.30m,KP58.8,static,43.5,False,0.99807,0.99649,0.998417,,0.91528
z_toe,ztoe_plus0.30m,KP58.8,static,43.75,False,0.99894,0.99788,0.998939,,0.9351
z_toe,ztoe_plus0.30m,KP58.8,static,44.0,False,0.99934,0.99876,0.99942,,0.95003
z_toe,ztoe_plus0.30m,KP58.8,static,44.25,False,0.99962,0.99927,0.99965,,0.9624
z_toe,ztoe_plus0.30m,KP58.8,static,44.5,False,0.99983,0.99962,0.99979,,0.97085
z_toe,ztoe_plus0.30m,KP58.8,static,44.75,False,0.99992,0.99978,0.99986,,0.97755
z_toe,ztoe_plus0.30m,KP58.8,static,45.0,False,0.99994,0.99991,0.99997,grid_top,0.98278
z_toe,ztoe_minus0.30m,KP60.0,static,38.25,False,0.0,0.0,,,0.0
z_toe,ztoe_minus0.30m,KP60.0,static,39.25,False,0.0,0.0,,,0.0
z_toe,ztoe_minus0.30m,KP60.0,static,39.75,False,0.0,0.0,,,0.0
z_toe,ztoe_minus0.30m,KP60.0,static,40.25,False,0.0,0.0,,,0.0
z_toe,ztoe_minus0.30m,KP60.0,static,40.5,False,0.0,0.0,,,0.0
z_toe,ztoe_minus0.30m,KP60.0,static,40.75,False,0.0,0.0,,,0.0
z_toe,ztoe_minus0.30m,KP60.0,static,41.0,False,0.0,0.00016,,,0.0
z_toe,ztoe_minus0.30m,KP60.0,static,41.25,False,6e-05,0.00283,47.166667,,0.0
z_toe,ztoe_minus0.30m,KP60.0,static,41.5,False,0.00188,0.01535,8.164894,lowest_reachable,1e-05
z_toe,ztoe_minus0.30m,KP60.0,static,41.75,False,0.01147,0.05364,4.676548,,0.00026
z_toe,ztoe_minus0.30m,KP60.0,static,42.0,False,0.04299,0.12992,3.022098,rising_limb,0.00195
z_toe,ztoe_minus0.30m,KP60.0,static,42.25,False,0.11095,0.2439,2.198288,,0.00823
z_toe,ztoe_minus0.30m,KP60.0,static,42.5,False,0.21866,0.38159,1.745129,,0.02461
z_toe,ztoe_minus0.30m,KP60.0,static,42.75,False,0.35345,0.52373,1.481765,design_hwl,0.05579
z_toe,ztoe_minus0.30m,KP60.0,static,43.0,False,0.49512,0.6505,1.313823,,0.10399
z_toe,ztoe_minus0.30m,KP60.0,static,43.25,False,0.62617,0.75648,1.208106,,0.16841
z_toe,ztoe_minus0.30m,KP60.0,static,43.5,False,0.73742,0.83726,1.135391,,0.24694
z_toe,ztoe_minus0.30m,KP60.0,static,43.75,False,0.82276,0.89449,1.087182,,0.33185
z_toe,ztoe_minus0.30m,KP60.0,static,44.0,False,0.88454,0.93425,1.056199,,0.41704
z_toe,ztoe_minus0.30m,KP60.0,static,44.25,False,0.92732,0.95985,1.03508,transition_midpoint,0.50062
z_toe,ztoe_minus0.30m,KP60.0,static,44.5,False,0.95581,0.9761,1.021228,,0.57888
z_toe,ztoe_minus0.30m,KP60.0,static,44.75,False,0.97311,0.98561,1.012845,,0.64824
z_toe,ztoe_minus0.30m,KP60.0,static,45.0,False,0.98389,0.99179,1.008029,,0.70676
z_toe,ztoe_minus0.30m,KP60.0,static,45.25,False,0.99081,0.99525,1.004481,,0.76034
z_toe,ztoe_minus0.30m,KP60.0,static,45.5,False,0.9947,0.99722,1.002533,,0.80425
z_toe,ztoe_minus0.30m,KP60.0,static,45.75,False,0.99697,0.99828,1.001314,,0.84168
z_toe,ztoe_minus0.30m,KP60.0,static,46.0,False,0.99801,0.99903,1.001022,,0.87096
z_toe,ztoe_minus0.30m,KP60.0,static,46.25,False,0.9989,0.99943,1.000531,,0.89537
z_toe,ztoe_minus0.30m,KP60.0,static,46.5,False,0.99939,0.99967,1.00028,,0.91487
z_toe,ztoe_minus0.30m,KP60.0,static,46.75,False,0.99963,0.99988,1.00025,grid_top,0.93074
z_toe,ztoe_plus0.30m,KP60.0,static,38.25,False,0.0,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP60.0,static,39.25,False,0.0,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP60.0,static,39.75,False,0.0,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP60.0,static,40.25,False,0.0,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP60.0,static,40.5,False,0.0,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP60.0,static,40.75,False,0.0,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP60.0,static,41.0,False,0.0,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP60.0,static,41.25,False,6e-05,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP60.0,static,41.5,False,0.00188,3e-05,0.015957,lowest_reachable,1e-05
z_toe,ztoe_plus0.30m,KP60.0,static,41.75,False,0.01147,0.00111,0.096774,,0.00026
z_toe,ztoe_plus0.30m,KP60.0,static,42.0,False,0.04299,0.00819,0.190509,rising_limb,0.00195
z_toe,ztoe_plus0.30m,KP60.0,static,42.25,False,0.11095,0.03399,0.306354,,0.00823
z_toe,ztoe_plus0.30m,KP60.0,static,42.5,False,0.21866,0.09417,0.430669,,0.02461
z_toe,ztoe_plus0.30m,KP60.0,static,42.75,False,0.35345,0.19418,0.549385,design_hwl,0.05579
z_toe,ztoe_plus0.30m,KP60.0,static,43.0,False,0.49512,0.32524,0.656891,,0.10399
z_toe,ztoe_plus0.30m,KP60.0,static,43.25,False,0.62617,0.46704,0.745868,,0.16841
z_toe,ztoe_plus0.30m,KP60.0,static,43.5,False,0.73742,0.6018,0.816089,,0.24694
z_toe,ztoe_plus0.30m,KP60.0,static,43.75,False,0.82276,0.71706,0.87153,,0.33185
z_toe,ztoe_plus0.30m,KP60.0,static,44.0,False,0.88454,0.80715,0.912508,,0.41704
z_toe,ztoe_plus0.30m,KP60.0,static,44.25,False,0.92732,0.87367,0.942145,transition_midpoint,0.50062
z_toe,ztoe_plus0.30m,KP60.0,static,44.5,False,0.95581,0.91975,0.962273,,0.57888
z_toe,ztoe_plus0.30m,KP60.0,static,44.75,False,0.97311,0.95104,0.97732,,0.64824
z_toe,ztoe_plus0.30m,KP60.0,static,45.0,False,0.98389,0.97002,0.985903,,0.70676
z_toe,ztoe_plus0.30m,KP60.0,static,45.25,False,0.99081,0.98224,0.991351,,0.76034
z_toe,ztoe_plus0.30m,KP60.0,static,45.5,False,0.9947,0.98952,0.994792,,0.80425
z_toe,ztoe_plus0.30m,KP60.0,static,45.75,False,0.99697,0.99423,0.997252,,0.84168
z_toe,ztoe_plus0.30m,KP60.0,static,46.0,False,0.99801,0.99657,0.998557,,0.87096
z_toe,ztoe_plus0.30m,KP60.0,static,46.25,False,0.9989,0.99788,0.998979,,0.89537
z_toe,ztoe_plus0.30m,KP60.0,static,46.5,False,0.99939,0.99883,0.99944,,0.91487
z_toe,ztoe_plus0.30m,KP60.0,static,46.75,False,0.99963,0.99933,0.9997,grid_top,0.93074
z_toe,ztoe_minus0.30m,KP62.0,static,41.75,False,0.0,0.0,,,0.0
z_toe,ztoe_minus0.30m,KP62.0,static,43.25,False,0.0,0.0,,,0.0
z_toe,ztoe_minus0.30m,KP62.0,static,44.5,False,0.0,0.0,,,0.0
z_toe,ztoe_minus0.30m,KP62.0,static,45.0,False,0.0,0.0,,,0.0
z_toe,ztoe_minus0.30m,KP62.0,static,45.25,False,0.0,0.0,,,0.0
z_toe,ztoe_minus0.30m,KP62.0,static,45.5,False,0.0,0.0,,,0.0
z_toe,ztoe_minus0.30m,KP62.0,static,45.75,False,0.0,3e-05,,,0.0
z_toe,ztoe_minus0.30m,KP62.0,static,46.0,False,1e-05,0.00051,51.0,,0.0
z_toe,ztoe_minus0.30m,KP62.0,static,46.25,False,0.00029,0.00413,14.241379,lowest_reachable,1e-05
z_toe,ztoe_minus0.30m,KP62.0,static,46.5,False,0.00283,0.01702,6.014134,design_hwl,0.00013
z_toe,ztoe_minus0.30m,KP62.0,static,46.75,False,0.01349,0.05049,3.742772,rising_limb,0.00101
z_toe,ztoe_minus0.30m,KP62.0,static,47.0,False,0.0414,0.1101,2.65942,,0.00411
z_toe,ztoe_minus0.30m,KP62.0,static,47.25,False,0.09591,0.19623,2.045981,,0.01198
z_toe,ztoe_minus0.30m,KP62.0,static,47.5,False,0.17728,0.30474,1.718976,,0.0276
z_toe,ztoe_minus0.30m,KP62.0,static,47.75,False,0.282,0.42085,1.492376,,0.0539
z_toe,ztoe_minus0.30m,KP62.0,static,48.0,False,0.39843,0.53761,1.349321,,0.08951
z_toe,ztoe_minus0.30m,KP62.0,static,48.25,False,0.51501,0.63904,1.24083,,0.13527
z_toe,ztoe_minus0.30m,KP62.0,static,48.5,False,0.61954,0.72888,1.176486,,0.191
z_toe,ztoe_minus0.30m,KP62.0,static,48.75,False,0.71255,0.80007,1.122826,,0.2532
z_toe,ztoe_minus0.30m,KP62.0,static,49.0,False,0.78691,0.85671,1.088701,,0.31654
z_toe,ztoe_minus0.30m,KP62.0,static,49.25,False,0.84636,0.89893,1.062113,,0.3823
z_toe,ztoe_minus0.30m,KP62.0,static,49.5,False,0.89132,0.93055,1.044013,,0.4464
z_toe,ztoe_minus0.30m,KP62.0,static,49.75,False,0.92541,0.95209,1.02883,transition_midpoint,0.50765
z_toe,ztoe_minus0.30m,KP62.0,static,50.0,False,0.94835,0.96743,1.020119,,0.56586
z_toe,ztoe_minus0.30m,KP62.0,static,50.25,False,0.96479,0.97843,1.014138,,0.61911
z_toe,ztoe_minus0.30m,KP62.0,static,50.5,False,0.97657,0.98549,1.009134,,0.66622
z_toe,ztoe_minus0.30m,KP62.0,static,51.0,True,0.98955,0.99373,1.004224,,0.74869
z_toe,ztoe_minus0.30m,KP62.0,static,51.5,True,0.9957,0.99734,1.001647,,0.81146
z_toe,ztoe_minus0.30m,KP62.0,static,52.0,True,0.99798,0.99874,1.000762,,0.85969
z_toe,ztoe_minus0.30m,KP62.0,static,52.5,True,0.99904,0.99938,1.00034,,0.89624
z_toe,ztoe_minus0.30m,KP62.0,static,53.0,True,0.99961,0.99976,1.00015,,0.92229
z_toe,ztoe_minus0.30m,KP62.0,static,53.5,True,0.99984,0.99991,1.00007,,0.94163
z_toe,ztoe_minus0.30m,KP62.0,static,54.0,True,0.99993,0.99995,1.00002,,0.95577
z_toe,ztoe_minus0.30m,KP62.0,static,54.5,True,0.99999,0.99999,1.0,,0.96719
z_toe,ztoe_minus0.30m,KP62.0,static,55.0,True,1.0,1.0,1.0,,0.9751
z_toe,ztoe_minus0.30m,KP62.0,static,55.5,True,1.0,1.0,1.0,,0.98104
z_toe,ztoe_minus0.30m,KP62.0,static,56.0,True,1.0,1.0,1.0,,0.98544
z_toe,ztoe_minus0.30m,KP62.0,static,56.5,True,1.0,1.0,1.0,grid_top,0.9888
z_toe,ztoe_plus0.30m,KP62.0,static,41.75,False,0.0,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP62.0,static,43.25,False,0.0,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP62.0,static,44.5,False,0.0,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP62.0,static,45.0,False,0.0,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP62.0,static,45.25,False,0.0,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP62.0,static,45.5,False,0.0,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP62.0,static,45.75,False,0.0,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP62.0,static,46.0,False,1e-05,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP62.0,static,46.25,False,0.00029,1e-05,0.034483,lowest_reachable,1e-05
z_toe,ztoe_plus0.30m,KP62.0,static,46.5,False,0.00283,0.00015,0.053004,design_hwl,0.00013
z_toe,ztoe_plus0.30m,KP62.0,static,46.75,False,0.01349,0.00207,0.153447,rising_limb,0.00101
z_toe,ztoe_plus0.30m,KP62.0,static,47.0,False,0.0414,0.01036,0.250242,,0.00411
z_toe,ztoe_plus0.30m,KP62.0,static,47.25,False,0.09591,0.03393,0.353769,,0.01198
z_toe,ztoe_plus0.30m,KP62.0,static,47.5,False,0.17728,0.0829,0.467622,,0.0276
z_toe,ztoe_plus0.30m,KP62.0,static,47.75,False,0.282,0.15931,0.564929,,0.0539
z_toe,ztoe_plus0.30m,KP62.0,static,48.0,False,0.39843,0.25973,0.651884,,0.08951
z_toe,ztoe_plus0.30m,KP62.0,static,48.25,False,0.51501,0.37537,0.72886,,0.13527
z_toe,ztoe_plus0.30m,KP62.0,static,48.5,False,0.61954,0.49124,0.792911,,0.191
z_toe,ztoe_plus0.30m,KP62.0,static,48.75,False,0.71255,0.59963,0.841527,,0.2532
z_toe,ztoe_plus0.30m,KP62.0,static,49.0,False,0.78691,0.69597,0.884434,,0.31654
z_toe,ztoe_plus0.30m,KP62.0,static,49.25,False,0.84636,0.7733,0.913677,,0.3823
z_toe,ztoe_plus0.30m,KP62.0,static,49.5,False,0.89132,0.83544,0.937306,,0.4464
z_toe,ztoe_plus0.30m,KP62.0,static,49.75,False,0.92541,0.88316,0.954345,transition_midpoint,0.50765
z_toe,ztoe_plus0.30m,KP62.0,static,50.0,False,0.94835,0.91937,0.969442,,0.56586
z_toe,ztoe_plus0.30m,KP62.0,static,50.25,False,0.96479,0.94441,0.978876,,0.61911
z_toe,ztoe_plus0.30m,KP62.0,static,50.5,False,0.97657,0.96186,0.984937,,0.66622
z_toe,ztoe_plus0.30m,KP62.0,static,51.0,True,0.98955,0.98278,0.993159,,0.74869
z_toe,ztoe_plus0.30m,KP62.0,static,51.5,True,0.9957,0.99248,0.996766,,0.81146
z_toe,ztoe_plus0.30m,KP62.0,static,52.0,True,0.99798,0.99698,0.998998,,0.85969
z_toe,ztoe_plus0.30m,KP62.0,static,52.5,True,0.99904,0.99858,0.99954,,0.89624
z_toe,ztoe_plus0.30m,KP62.0,static,53.0,True,0.99961,0.99929,0.99968,,0.92229
z_toe,ztoe_plus0.30m,KP62.0,static,53.5,True,0.99984,0.99968,0.99984,,0.94163
z_toe,ztoe_plus0.30m,KP62.0,static,54.0,True,0.99993,0.9999,0.99997,,0.95577
z_toe,ztoe_plus0.30m,KP62.0,static,54.5,True,0.99999,0.99994,0.99995,,0.96719
z_toe,ztoe_plus0.30m,KP62.0,static,55.0,True,1.0,0.99999,0.99999,,0.9751
z_toe,ztoe_plus0.30m,KP62.0,static,55.5,True,1.0,1.0,1.0,,0.98104
z_toe,ztoe_plus0.30m,KP62.0,static,56.0,True,1.0,1.0,1.0,,0.98544
z_toe,ztoe_plus0.30m,KP62.0,static,56.5,True,1.0,1.0,1.0,grid_top,0.9888
z_toe,ztoe_minus0.30m,KP57.4,transient,34.75,False,0.0,0.0,,,0.0
z_toe,ztoe_minus0.30m,KP57.4,transient,36.5,False,0.0,0.0,,,0.0
z_toe,ztoe_minus0.30m,KP57.4,transient,38.0,False,0.0,0.0,,,0.0
z_toe,ztoe_minus0.30m,KP57.4,transient,38.5,False,0.0,0.0,,,0.0
z_toe,ztoe_minus0.30m,KP57.4,transient,38.75,False,0.0,0.0,,,0.0
z_toe,ztoe_minus0.30m,KP57.4,transient,39.0,False,0.0,0.0,,,0.0
z_toe,ztoe_minus0.30m,KP57.4,transient,39.25,False,0.0,0.0004,,design_hwl,0.0
z_toe,ztoe_minus0.30m,KP57.4,transient,39.5,False,0.00014,0.00476,34.0,lowest_reachable,0.00014
z_toe,ztoe_minus0.30m,KP57.4,transient,39.75,False,0.00295,0.02477,8.39661,rising_limb,0.00295
z_toe,ztoe_minus0.30m,KP57.4,transient,40.0,False,0.01809,0.07397,4.088999,,0.01809
z_toe,ztoe_minus0.30m,KP57.4,transient,40.25,False,0.06005,0.1555,2.589509,,0.06005
z_toe,ztoe_minus0.30m,KP57.4,transient,40.5,False,0.13377,0.26548,1.9846,,0.13377
z_toe,ztoe_minus0.30m,KP57.4,transient,40.75,False,0.2382,0.38657,1.62288,,0.2382
z_toe,ztoe_minus0.30m,KP57.4,transient,41.0,False,0.35726,0.50528,1.41432,,0.35726
z_toe,ztoe_minus0.30m,KP57.4,transient,41.25,False,0.4773,0.61252,1.283302,transition_midpoint,0.4773
z_toe,ztoe_minus0.30m,KP57.4,transient,41.5,False,0.58726,0.70168,1.194837,,0.58726
z_toe,ztoe_minus0.30m,KP57.4,transient,41.75,False,0.6799,0.77404,1.138462,,0.6799
z_toe,ztoe_minus0.30m,KP57.4,transient,42.0,False,0.75624,0.83032,1.097958,,0.75624
z_toe,ztoe_minus0.30m,KP57.4,transient,42.25,False,0.81677,0.87423,1.07035,,0.81677
z_toe,ztoe_minus0.30m,KP57.4,transient,42.5,False,0.86255,0.9066,1.05107,,0.86255
z_toe,ztoe_minus0.30m,KP57.4,transient,42.75,False,0.89857,0.93055,1.03559,,0.89857
z_toe,ztoe_minus0.30m,KP57.4,transient,43.0,False,0.92403,0.94882,1.026828,,0.92403
z_toe,ztoe_minus0.30m,KP57.4,transient,43.25,False,0.94361,0.96263,1.020157,grid_top,0.94361
z_toe,ztoe_plus0.30m,KP57.4,transient,34.75,False,0.0,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP57.4,transient,36.5,False,0.0,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP57.4,transient,38.0,False,0.0,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP57.4,transient,38.5,False,0.0,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP57.4,transient,38.75,False,0.0,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP57.4,transient,39.0,False,0.0,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP57.4,transient,39.25,False,0.0,0.0,,design_hwl,0.0
z_toe,ztoe_plus0.30m,KP57.4,transient,39.5,False,0.00014,0.0,,lowest_reachable,0.00014
z_toe,ztoe_plus0.30m,KP57.4,transient,39.75,False,0.00295,6e-05,0.020339,rising_limb,0.00295
z_toe,ztoe_plus0.30m,KP57.4,transient,40.0,False,0.01809,0.00189,0.104478,,0.01809
z_toe,ztoe_plus0.30m,KP57.4,transient,40.25,False,0.06005,0.01305,0.217319,,0.06005
z_toe,ztoe_plus0.30m,KP57.4,transient,40.5,False,0.13377,0.04816,0.360021,,0.13377
z_toe,ztoe_plus0.30m,KP57.4,transient,40.75,False,0.2382,0.11422,0.479513,,0.2382
z_toe,ztoe_plus0.30m,KP57.4,transient,41.0,False,0.35726,0.2123,0.594245,,0.35726
z_toe,ztoe_plus0.30m,KP57.4,transient,41.25,False,0.4773,0.32798,0.687157,transition_midpoint,0.4773
z_toe,ztoe_plus0.30m,KP57.4,transient,41.5,False,0.58726,0.44853,0.763767,,0.58726
z_toe,ztoe_plus0.30m,KP57.4,transient,41.75,False,0.6799,0.5615,0.825857,,0.6799
z_toe,ztoe_plus0.30m,KP57.4,transient,42.0,False,0.75624,0.65775,0.869764,,0.75624
z_toe,ztoe_plus0.30m,KP57.4,transient,42.25,False,0.81677,0.73744,0.902874,,0.81677
z_toe,ztoe_plus0.30m,KP57.4,transient,42.5,False,0.86255,0.80169,0.929442,,0.86255
z_toe,ztoe_plus0.30m,KP57.4,transient,42.75,False,0.89857,0.8507,0.946726,,0.89857
z_toe,ztoe_plus0.30m,KP57.4,transient,43.0,False,0.92403,0.88923,0.962339,,0.92403
z_toe,ztoe_plus0.30m,KP57.4,transient,43.25,False,0.94361,0.91663,0.971408,grid_top,0.94361
z_toe,ztoe_minus0.30m,KP58.8,transient,36.5,False,0.0,0.0,,,0.0
z_toe,ztoe_minus0.30m,KP58.8,transient,37.5,False,0.0,0.0,,,0.0
z_toe,ztoe_minus0.30m,KP58.8,transient,38.25,False,0.0,0.0,,,0.0
z_toe,ztoe_minus0.30m,KP58.8,transient,38.75,False,0.0,0.0,,,0.0
z_toe,ztoe_minus0.30m,KP58.8,transient,39.0,False,0.0,0.0,,,0.0
z_toe,ztoe_minus0.30m,KP58.8,transient,39.25,False,0.0,0.0,,,0.0
z_toe,ztoe_minus0.30m,KP58.8,transient,39.5,False,0.0,0.0003,,,0.0
z_toe,ztoe_minus0.30m,KP58.8,transient,39.75,False,0.00011,0.00379,34.454545,lowest_reachable,0.00011
z_toe,ztoe_minus0.30m,KP58.8,transient,40.0,False,0.00241,0.01996,8.282158,rising_limb,0.00241
z_toe,ztoe_minus0.30m,KP58.8,transient,40.25,False,0.01453,0.0605,4.163799,,0.01453
z_toe,ztoe_minus0.30m,KP58.8,transient,40.5,False,0.04827,0.12819,2.655687,,0.04827
z_toe,ztoe_minus0.30m,KP58.8,transient,40.75,False,0.10943,0.22399,2.046879,,0.10943
z_toe,ztoe_minus0.30m,KP58.8,transient,41.0,False,0.19736,0.33141,1.679216,design_hwl,0.19736
z_toe,ztoe_minus0.30m,KP58.8,transient,41.25,False,0.30279,0.44245,1.461244,,0.30279
z_toe,ztoe_minus0.30m,KP58.8,transient,41.5,False,0.4124,0.54654,1.325267,,0.4124
z_toe,ztoe_minus0.30m,KP58.8,transient,41.75,False,0.51725,0.6386,1.234606,transition_midpoint,0.51725
z_toe,ztoe_minus0.30m,KP58.8,transient,42.0,False,0.61331,0.71519,1.166115,,0.61331
z_toe,ztoe_minus0.30m,KP58.8,transient,42.25,False,0.69305,0.77907,1.124118,,0.69305
z_toe,ztoe_minus0.30m,KP58.8,transient,42.5,False,0.75949,0.82903,1.091561,,0.75949
z_toe,ztoe_minus0.30m,KP58.8,transient,42.75,False,0.81357,0.86949,1.068734,,0.81357
z_toe,ztoe_minus0.30m,KP58.8,transient,43.0,False,0.85625,0.90108,1.052356,,0.85625
z_toe,ztoe_minus0.30m,KP58.8,transient,43.25,False,0.89029,0.92374,1.037572,,0.89029
z_toe,ztoe_minus0.30m,KP58.8,transient,43.5,False,0.91528,0.94188,1.029062,,0.91528
z_toe,ztoe_minus0.30m,KP58.8,transient,43.75,False,0.9351,0.95558,1.021901,,0.9351
z_toe,ztoe_minus0.30m,KP58.8,transient,44.0,False,0.95003,0.96621,1.017031,,0.95003
z_toe,ztoe_minus0.30m,KP58.8,transient,44.25,False,0.9624,0.97418,1.01224,,0.9624
z_toe,ztoe_minus0.30m,KP58.8,transient,44.5,False,0.97085,0.98013,1.009559,,0.97085
z_toe,ztoe_minus0.30m,KP58.8,transient,44.75,False,0.97755,0.9848,1.007417,,0.97755
z_toe,ztoe_minus0.30m,KP58.8,transient,45.0,False,0.98278,0.98813,1.005444,grid_top,0.98278
z_toe,ztoe_plus0.30m,KP58.8,transient,36.5,False,0.0,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP58.8,transient,37.5,False,0.0,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP58.8,transient,38.25,False,0.0,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP58.8,transient,38.75,False,0.0,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP58.8,transient,39.0,False,0.0,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP58.8,transient,39.25,False,0.0,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP58.8,transient,39.5,False,0.0,0.0,,,0.0
z_toe,ztoe_plus0.30m,KP58.8,transient,39.75,False,0.00011,0.0,,lowest_reachable,0.00011
z_toe,ztoe_plus0.30m,KP58.8,transient,40.0,False,0.00241,5e-05,0.020747,rising_limb,0.00241
z_toe,ztoe_plus0.30m,KP58.8,transient,40.25,False,0.01453,0.00145,0.099794,,0.01453
z_toe,ztoe_plus0.30m,KP58.8,transient,40.5,False,0.04827,0.01009,0.209033,,0.04827
z_toe,ztoe_plus0.30m,KP58.8,transient,40.75,False,0.10943,0.03788,0.346157,,0.10943
z_toe,ztoe_plus0.30m,KP58.8,transient,41.0,False,0.19736,0.09206,0.466457,design_hwl,0.19736
z_toe,ztoe_plus0.30m,KP58.8,transient,41.25,False,0.30279,0.17386,0.574193,,0.30279
z_toe,ztoe_plus0.30m,KP58.8,transient,41.5,False,0.4124,0.27559,0.668259,,0.4124
z_toe,ztoe_plus0.30m,KP58.8,transient,41.75,False,0.51725,0.38366,0.74173,transition_midpoint,0.51725
z_toe,ztoe_plus0.30m,KP58.8,transient,42.0,False,0.61331,0.48965,0.798373,,0.61331
z_toe,ztoe_plus0.30m,KP58.8,transient,42.25,False,0.69305,0.5876,0.847846,,0.69305
z_toe,ztoe_plus0.30m,KP58.8,transient,42.5,False,0.75949,0.67063,0.883,,0.75949
