river,kp,design_hwl_m_msl,trace_left_m_msl,levee_left,trace_right_m_msl,levee_right
Satsunai,45.4,282.6,282.247,南新札内築堤,281.822,上札内築堤
Satsunai,45.6,284.41,284.111,南新札内築堤,283.362,上札内築堤
Satsunai,45.8,285.86,285.614,南新札内築堤,285.052,上札内築堤
Satsunai,46.0,287.99,287.681,南新札内築堤,287.461,上札内築堤
Satsunai,46.2,289.79,288.344,南新札内築堤,,（無堤区間）　※ｵｰﾊﾞｰﾊﾝｸﾞ
Satsunai,46.4,291.3,290.079,南新札内築堤,289.742,（無堤区間）
Satsunai,46.6,293.90000000000003,292.485,南新札内築堤,292.465,（無堤区間）
Satsunai,46.8,295.45000000000005,293.853,南新札内築堤,294.162,（無堤区間）
Satsunai,47.0,298.02000000000004,296.574,南新札内築堤,295.597,（無堤区間）
Satsunai,47.2,,,（無堤区間）　※ｵｰﾊﾞｰﾊﾝｸﾞ,297.668,（無堤区間）
Satsunai,47.4,,,（無堤区間）　※急傾斜,299.281,（無堤区間）
Satsunai,47.6,,301.083,（無堤区間）,300.979,（無堤区間）
Satsunai,47.8,,303.502,（無堤区間）,302.329,（無堤区間）
Satsunai,48.0,,305.585,（無堤区間）,304.494,（無堤区間）
