datetime_jst,ryutan_joryu,satsunai_dam_chokka,minami_satsunai,kami_satsunai,daini_okawabashi,nantaibashi,satsunai
2016-09-01T01:00,,,,129.07,188.35,,555.85
2016-09-01T02:00,,,,127.32,191.22,,532.54
2016-09-01T03:00,,,,120.44,197.01,,518.8
2016-09-01T04:00,,,,117.07,191.22,,491.85
2016-09-01T05:00,,,,110.48,188.35,,474.29
2016-09-01T06:00,,,,104.07,185.51,,457.04
2016-09-01T07:00,,,,104.07,185.51,,469.95
2016-09-01T08:00,,,,104.07,182.69,,469.95
2016-09-01T09:00,,,,100.94,185.51,,461.33
2016-09-01T10:00,,,,107.25,188.35,,444.32
2016-09-01T11:00,,,,108.86,182.69,,440.12
2016-09-01T12:00,,,,107.25,185.51,,427.63
2016-09-01T13:00,,,,107.25,188.35,,427.63
2016-09-01T14:00,,,,107.25,188.35,,440.12
2016-09-01T15:00,,,,110.48,182.69,,411.27
2016-09-01T16:00,,,,115.4,179.89,,419.41
2016-09-01T17:00,,,,117.07,185.51,,415.33
2016-09-01T18:00,,,,113.75,188.35,,411.27
2016-09-01T19:00,,,,115.4,185.51,,395.22
2016-09-01T20:00,,,,118.75,185.51,,383.39
2016-09-01T21:00,,,,117.07,182.69,,367.9
2016-09-01T22:00,,,,112.11,182.69,,367.9
2016-09-01T23:00,,,,107.25,174.35,,367.9
2016-09-02T00:00,,,,102.5,182.69,,367.9
2016-09-02T01:00,,,,99.4,185.51,,364.08
2016-09-02T02:00,,,,96.34,182.69,,356.5
2016-09-02T03:00,,,,97.86,177.11,,356.5
2016-09-02T04:00,,,,94.83,179.89,,341.57
2016-09-02T05:00,,,,94.83,174.35,,348.99
2016-09-02T06:00,,,,97.86,177.11,,345.27
2016-09-02T07:00,,,,93.33,174.35,,341.57
2016-09-02T08:00,,,,88.9,174.35,,330.58
2016-09-02T09:00,,,,87.45,174.35,,316.21
2016-09-02T10:00,,,,84.58,174.35,,316.21
2016-09-02T11:00,,,,86.01,171.62,,312.66
2016-09-02T12:00,,,,88.9,168.91,,319.77
2016-09-02T13:00,,,,93.33,168.91,,323.35
2016-09-02T14:00,,,,86.01,171.62,,326.95
2016-09-02T15:00,,,,91.84,171.62,,316.21
2016-09-02T16:00,,,,87.45,163.54,,305.64
2016-09-02T17:00,,,,83.17,158.27,,295.25
2016-09-02T18:00,,,,81.76,160.9,,285.04
2016-09-02T19:00,,,,80.37,158.27,,281.68
2016-09-02T20:00,,,,76.27,150.52,,278.33
2016-09-02T21:00,,,,76.27,150.52,,271.71
2016-09-02T22:00,,,,73.59,153.08,,265.16
2016-09-02T23:00,,,,,147.98,,261.92
2016-09-03T00:00,,,,,147.98,,258.69
2016-09-03T01:00,,,,,145.46,,252.3
2016-09-03T02:00,,,,,142.96,,258.69
2016-09-03T03:00,,,,,140.49,,249.14
2016-09-03T04:00,,,,,135.6,,242.87
2016-09-03T05:00,,,,,130.8,,246.0
2016-09-03T06:00,,,,,128.43,,233.62
2016-09-03T07:00,,,,,126.09,,230.58
2016-09-03T08:00,,,,,121.46,,230.58
2016-09-03T09:00,,,,,119.18,,221.57
2016-09-03T10:00,,,,,116.92,,218.6
2016-09-03T11:00,,,,,114.68,,212.73
2016-09-03T12:00,,,,,114.68,,195.61
2016-09-03T13:00,,,,,108.1,,192.82
2016-09-03T14:00,,,,,105.95,,190.11
2016-09-03T15:00,,,,,103.82,,192.82
2016-09-03T16:00,,,,,103.82,,190.11
2016-09-03T17:00,,,,,101.71,,185.61
2016-09-03T18:00,,,,,97.56,,176.77
2016-09-03T19:00,,,,,95.52,,168.15
2016-09-03T20:00,,,,,93.5,,168.15
2016-09-03T21:00,,,,,91.5,,168.15
2016-09-03T22:00,,,,,89.52,,159.75
2016-09-03T23:00,,,,,87.56,,147.54
2016-09-04T00:00,,,,,85.63,,143.58
2016-09-04T01:00,,,,,83.71,,139.67
2016-09-04T02:00,,,,,81.82,,143.58
2016-09-04T03:00,,,,,79.95,,143.58
2016-09-04T04:00,,,,,78.1,,139.67
2016-09-04T05:00,,,,,76.28,,135.82
2016-09-04T06:00,,,,,74.47,,128.28
2016-09-04T07:00,,,,,74.47,,128.28
2016-09-04T08:00,,,,,74.47,,120.95
2016-09-04T09:00,,,,,70.92,,120.95
2016-09-04T10:00,,,,,70.92,,117.36
2016-09-04T11:00,,,,,69.18,,113.83
2016-09-04T12:00,,,,,69.18,,110.36
2016-09-04T13:00,,,,,69.18,,106.94
2016-09-04T14:00,,,,,65.77,,103.57
2016-09-04T15:00,,,,,65.77,,103.57
2016-09-04T16:00,,,,,64.09,,96.99
2016-09-04T17:00,,,,,64.09,,96.99
2016-09-04T18:00,,,,,62.44,,93.79
2016-09-04T19:00,,,,,60.81,,93.79
2016-09-04T20:00,,,,,59.2,,93.79
2016-09-04T21:00,,,,,59.2,,90.64
2016-09-04T22:00,,,,,57.61,,90.64
2016-09-04T23:00,,,,,57.61,,87.54
2016-09-05T00:00,,,,,56.04,,84.49
2016-09-05T01:00,,,,,54.49,,81.5
2016-09-05T02:00,,,,,54.49,,81.5
2016-09-05T03:00,,,,,54.49,,78.57
2016-09-05T04:00,,,,,52.97,,78.57
2016-09-05T05:00,,,,,52.97,,78.57
2016-09-05T06:00,,,,,49.99,,75.68
2016-09-05T07:00,,,,,49.99,,75.68
2016-09-05T08:00,,,,,49.99,,72.85
2016-09-05T09:00,,,,,48.53,,70.08
2016-09-05T10:00,,,,,48.53,,67.36
2016-09-05T11:00,,,,,47.09,,64.69
2016-09-05T12:00,,,,,47.09,,64.69
2016-09-05T13:00,,,,,45.67,,64.69
2016-09-05T14:00,,,,,45.67,,67.36
2016-09-05T15:00,,,,,44.28,,64.69
2016-09-05T16:00,,,,,42.9,,64.69
2016-09-05T17:00,,,,,42.9,,64.69
2016-09-05T18:00,,,,,42.9,,62.08
2016-09-05T19:00,,,,,41.55,,62.08
2016-09-05T20:00,,,,,41.55,,64.69
2016-09-05T21:00,,,,,40.22,,62.08
2016-09-05T22:00,,,,,38.92,,62.08
2016-09-05T23:00,,,,,38.92,,62.08
2016-09-06T00:00,,,,,37.63,,59.52
2016-09-06T01:00,,,,,37.63,,59.52
2016-09-06T02:00,,,,,36.36,,59.52
2016-09-06T03:00,,,,,35.12,,57.01
2016-09-06T04:00,,,,,35.12,,57.01
2016-09-06T05:00,,,,,35.12,,57.01
2016-09-06T06:00,,,,,35.12,,54.56
2016-09-06T07:00,,,,,32.7,,52.16
2016-09-06T08:00,,,,,32.7,,52.16
2016-09-06T09:00,,,,,32.7,,47.53
2016-09-06T10:00,,,,,32.7,,49.82
2016-09-06T11:00,,,,,31.52,,47.53
2016-09-06T12:00,,,,,30.37,,47.53
2016-09-06T13:00,,,,,31.52,,45.29
2016-09-06T14:00,,,,,32.7,,45.29
2016-09-06T15:00,,,,,33.9,,45.29
2016-09-06T16:00,,,,,33.9,,47.53
2016-09-06T17:00,,,,,32.7,,49.82
2016-09-06T18:00,,,,,32.7,,49.82
2016-09-06T19:00,,,,,33.9,,47.53
2016-09-06T20:00,,,,,35.12,,49.82
2016-09-06T21:00,,,,,35.12,,49.82
2016-09-06T22:00,,,,,36.36,,54.56
2016-09-06T23:00,,,,,36.36,,54.56
2016-09-07T00:00,,,,,40.22,,54.56
2016-09-07T01:00,,,,,48.53,,52.16
2016-09-07T02:00,,,,,51.47,,54.56
2016-09-07T03:00,,,,,51.47,,67.36
2016-09-07T04:00,,,,,52.97,,84.49
2016-09-07T05:00,,,,,52.97,,90.64
2016-09-07T06:00,,,,,52.97,,103.57
2016-09-07T07:00,,,,,52.97,,84.49
2016-09-07T08:00,,,,,52.97,,90.64
2016-09-07T09:00,,,,,52.97,,87.54
2016-09-07T10:00,,,,,51.47,,90.64
2016-09-07T11:00,,,,,51.47,,113.83
2016-09-07T12:00,,,,,51.47,,113.83
2016-09-07T13:00,,,,,49.99,,103.57
2016-09-07T14:00,,,,,49.99,,100.25
2016-09-07T15:00,,,,,49.99,,96.99
2016-09-07T16:00,,,,,49.99,,90.64
2016-09-07T17:00,,,,,48.53,,90.64
2016-09-07T18:00,,,,,48.53,,87.54
2016-09-07T19:00,,,,,48.53,,84.49
2016-09-07T20:00,,,,,48.53,,87.54
2016-09-07T21:00,,,,,47.09,,87.54
2016-09-07T22:00,,,,,47.09,,87.54
2016-09-07T23:00,,,,,47.09,,84.49
2016-09-08T00:00,,,,,48.53,,81.5
2016-09-08T01:00,,,,,48.53,,81.5
2016-09-08T02:00,,,,,48.53,,81.5
2016-09-08T03:00,,,,,48.53,,81.5
2016-09-08T04:00,,,,,48.53,,81.5
2016-09-08T05:00,,,,,47.09,,81.5
2016-09-08T06:00,,,,,47.09,,84.49
2016-09-08T07:00,,,,,47.09,,81.5
2016-09-08T08:00,,,,,47.09,,81.5
2016-09-08T09:00,,,,,47.09,,84.49
2016-09-08T10:00,,,,,47.09,,81.5
2016-09-08T11:00,,,,,47.09,,78.57
2016-09-08T12:00,,,,,47.09,,81.5
2016-09-08T13:00,,,,,47.09,,78.57
2016-09-08T14:00,,,,,47.09,,78.57
2016-09-08T15:00,,,,,47.09,,81.5
2016-09-08T16:00,,,,,47.09,,78.57
2016-09-08T17:00,,,,,47.09,,78.57
2016-09-08T18:00,,,,,47.09,,78.57
2016-09-08T19:00,,,,,45.67,,78.57
2016-09-08T20:00,,,,,47.09,,78.57
2016-09-08T21:00,,,,,47.09,,81.5
2016-09-08T22:00,,,,,47.09,,84.49
